,anno,provincia,comune,giorno,organo_di_rilevazione,localizzazione_incidente,denominazione_della_strada,tronco_di_strada_o_autostrada,tipo_di_strada,pavimentazione,intersezione_o_non_interse3,fondo_stradale,segnaletica,condizioni_meteorologiche,natura_incidente,tipo_veicolo_a,tipo_veicoli__b_,tipo_veicolo__c_,veicolo__a____circostanze_10,veicolo__a____circostanze_11,veicolo__b____circostanze_13,veicolo__b____circostanze_14,veicolo__a___anno_immatric18,immatricolazione_veicolo__b_,immatricolazione_veicolo__c_,veicolo__a___et__conducente,veicolo__a___sesso_conducente,veicolo__a___esito_conducente,veicolo__a___patente_condu29,veicolo__a___anno_rilascio30,veicolo__a___passeggeri_an35,veicolo__a___et__passegger36,veicolo__a___sesso_passegg37,veicolo__a___esito_passegg38,veicolo__a___et__passegger39,veicolo__a___sesso_passegg40,veicolo__a___esito_passegg41,veicolo__a___et__passegger42,veicolo__a___sesso_passegg43,veicolo__a___esito_passegg44,veicolo__a___et__passegger45,veicolo__a___sesso_passegg46,veicolo__a___altri_passegg47,veicolo__a___altri_passegg48,veicolo__a___altri_passegg49,veicolo__a___altri_passegg50,veicolo__b___et__conducente,veicolo__b___sesso_conducente,veicolo__b___esito_conducente,veicolo__b___patente_condu51,veicolo__b___anno_rilascio52,veicolo__b___passeggeri_an57,veicolo__b___et__passegger58,veicolo__b___sesso_passegg59,veicolo__b___esito_passegg60,veicolo__b___et__passegger61,veicolo__b___sesso_passegg62,veicolo__b___esito_passegg63,veicolo__b___et__passegger64,veicolo__b___sesso_passegg65,veicolo__b___esito_passegg66,veicolo__b___et__passegger67,veicolo__b___sesso_passegg68,veicolo__b___altri_passegg69,veicolo__b___altri_passegg70,veicolo__b___altri_passegg71,veicolo__b___altri_passegg72,veicolo__c___et__conducente,veicolo__c___sesso_conducente,veicolo__c___esito_conducente,veicolo__c___patente_condu73,veicolo__c___anno_rilascio74,veicolo__c___passeggeri_an79,veicolo__c___et__passegger80,veicolo__c___sesso_passegg81,veicolo__c___esito_passegg82,veicolo__c___et__passegger83,veicolo__c___sesso_passegg84,veicolo__c___esito_passegg85,veicolo__c___et__passegger86,veicolo__c___sesso_passegg87,veicolo__c___esito_passegg88,veicolo__c___et__passegger89,veicolo__c___sesso_passegg90,veicolo__c___altri_passegg91,veicolo__c___altri_passegg92,veicolo__c___altri_passegg93,veicolo__c___altri_passegg94,pedone_morto_1__sesso,pedone_morto_1__et_,pedone_ferito_1__sesso,pedone_ferito_1__et_,pedone_morto_2__sesso,pedone_morto_2__et_,pedone_ferito_2__sesso,pedone_ferito_2__et_,pedone_morto_3__sesso,pedone_morto_3__et_,pedone_ferito_3__sesso,pedone_ferito_3__et_,pedone_morto_4__sesso,pedone_morto_4__et_,pedone_ferito_4__sesso,pedone_ferito_4__et_,altri_veicoli_coinvolti,morti_maschi_coinvolti_su_95,morti_femmine_coinvolti_su96,feriti_maschi_coinvolti_su97,feriti_femmine_coinvolti_s98,morti_entro_24_ore,morti_entro_30_giorni,feriti,descrizione_strada,Ora,chilometri,ettometrica,trimestre
102274,16,15,146,6,4,1,   ,12,2,1,7,1,4,1,3,1,16,  ,21,  ,20,  ,2011       ,2016       ,           ,65+  ,2,1,2,(<=1976]   , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via De Amicis Edmondo, 25                                ",16,0,0,4
102275,16,15,146,6,4,1,   ,12,2,1,7,1,4,1,8,17,  ,  ,60,  ,60,  ,2010       ,           ,           ,18-29,1,2,2,"(2011,2016]", ,     , ,2,18-29,4, ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"via Monti Vincenzo, 79 A                                 ",20,0,0,4
102276,16,15,146,6,4,1,   ,12,2,1,8,1,4,1,2,17,01,  ,21,  ,21,  ,2016       ,           ,           ,18-29,1,2,2,"(2011,2016]", ,     , ,2,18-29,4, ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"via Melzi D'Eril Francesco, 3                            ",24,0,0,4
102277,16,15,146,1,4,1,   ,12,3,1,7,2,4,3,4,1,01,01,21,  ,20,  ,2014       ,2012       ,"(2001,2006]",45-54,2,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"via Novara, 41                                           ",8,0,0,4
102278,16,15,146,1,4,1,   ,12,2,1,2,2,4,3,10,16,  ,  ,70,  ,74,  ,2009       ,           ,           ,45-54,1,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via delle Forze Armate incrocio largo Dalla Chiesa Carlo ,9,0,0,4
102279,16,15,146,1,4,1,   ,12,2,1,3,2,4,1,2,8,03,  ,00,  ,00,  ,           ,2012       ,           ,18-29,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Morosini Emilio incrocio viale Lazio                 ,10,0,0,4
102280,16,15,146,1,4,1,   ,12,2,1,3,1,4,1,1,1,01,  ,04,  ,01,  ,"(2001,2006]",2013       ,           ,45-54,1,1,2,"(1986,1991]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,65+  ,1,2,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Kuliscioff Anna incrocio via Mozzoni Anna Maria      ,14,0,0,4
102281,16,15,146,1,4,1,   ,12,3,1,7,1,4,1,6,1,16,01,61,  ,61,  ,2015       ,2009       ,2007       ,45-54,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2, ,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,1,2,"(1976,1981]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"viale Caldara Emilio, 35                                 ",17,0,0,4
102282,16,15,146,1,4,1,   ,12,2,1,3,1,4,1,2,1,16,  ,04,  ,01,  ,"(2001,2006]",2009       ,           ,30-44,1,1,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Lessona Michele incrocio via Gazzoletti Antonio      ,18,0,0,4
102283,16,15,146,2,4,1,   ,12,1,1,3,1,4,1,3,1,01,  ,01,  ,05,  ,2010       ,"(2001,2006]",           ,30-44,2,1,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,1,2,"(2006,2011]",2,18-29,4, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Baschenis Evaristo incrocio via Palizzi Filippo      ,8,0,0,4
102284,16,15,146,2,4,1,   ,12,3,1,5,1,1,1,3,16,01,  ,01,  ,17,  ,           ,2014       ,           ,55-64,1,2,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(1986,1991]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Primaticcio incrocio via Arzaga                      ,9,0,0,4
102285,16,15,146,2,4,1,   ,12,2,1,7,1,4,1,10,16,  ,  ,71,  ,70,  ,2010       ,           ,           ,30-44,2,2,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Procaccini, 47                                       ",17,0,0,4
102286,16,15,146,2,4,1,   ,12,1,1,7,1,4,1,3,16,01,  ,20,  ,35,  ,2016       ,2016       ,           ,18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"piazza Diaz Armando, 1                                   ",18,0,0,4
102287,16,15,146,3,4,1,   ,12,4,1,4,1,4,1,3,8,16,  ,02,  ,02,  ,2016       ,2015       ,           ,30-44,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,piazzale Biancamano incrocio la medesima piazza          ,10,0,0,4
102288,16,15,146,3,4,1,   ,12,2,1,7,1,4,1,10,16,  ,  ,70,  ,70,  ,2016       ,           ,           ,30-44,2,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"corso Ventidue Marzo, 33                                 ",12,0,0,4
102289,16,15,146,3,4,1,   ,12,1,1,3,1,4,1,2,8,01,  ,00,  ,00,  ,           ,"(2001,2006]",           ,30-44,1,1,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,65+  ,1,2,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Bessarione incrocio via Oglio                        ,14,0,0,4
102290,16,15,146,3,4,1,   ,12,3,1,7,1,4,1,6,14,01,  ,00,  ,00,  ,           ,2012       ,           ,30-44,1,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"viale Umbria, 60                                         ",16,0,0,4
102291,16,15,146,4,4,1,   ,12,2,1,4,2,4,3,10,14,  ,  ,70,  ,73,  ,           ,           ,           ,30-44,1,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,piazza Castello incrocio via Beltrami Luca               ,9,0,0,4
102292,16,15,146,4,4,1,   ,12,2,1,4,2,4,3,10,15,  ,  ,70,  ,70,  ,2008       ,           ,           ,30-44,2,2,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Paleocapa Pietro incrocio piazzale Cadorna Luigi     ,10,0,0,4
102293,16,15,146,4,4,1,   ,12,4,1,3,2,4,3,5,1,  ,  ,40,  ,52,  ,2010       ,           ,           ,55-64,2,1,2,"(1976,1981]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,45-54, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Osoppo incrocio via Caccialepori                     ,12,0,0,4
102294,16,15,146,4,4,1,   ,12,3,1,4,2,4,3,5,3,  ,  ,49,  ,51,  ,2012       ,           ,           ,45-54,1,1,2,"(1986,1991]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,65+  , ,     ,3,65+  , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,via Molinetto di Lorenteggio incrocio via Molinetto di Lo,14,0,0,4
102295,16,15,146,4,4,1,   ,12,3,1,3,2,4,3,5,1,  ,  ,49,  ,51,  ,2008       ,           ,           ,30-44,2,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,18-29, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Pirelli Piero e Alberto incrocio via Chiese          ,14,0,0,4
102296,16,15,146,4,4,4,000,12,3,1,7,2,4,3,8,1,  ,  ,64,  ,65,  ,"(2001,2006]",           ,           ,18-29,1,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,raccordo Autostrada del Sole in corrispondenza della torr,15,0,0,4
102297,16,15,146,5,4,1,   ,12,3,1,3,2,4,3,2,16,16,  ,01,  ,04,  ,2010       ,2013       ,           ,18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Melzi D'Eril Francesco incrocio via Londonio Francesc,1,0,0,4
102298,16,15,146,5,4,1,   ,12,1,1,4,2,4,3,5,16,  ,  ,40,  ,52,  ,2014       ,           ,           ,30-44,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,55-64, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,via Piero della Francesca incrocio via Losanna           ,11,0,0,4
102299,16,15,146,5,4,1,   ,12,1,1,3,2,4,3,10,16,  ,  ,70,  ,73,  ,2016       ,           ,           ,18-29,1,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via degli Alerami incrocio via Ottoboni                  ,14,0,0,4
102300,16,15,146,5,4,1,   ,12,2,1,7,2,4,3,3,1,01,  ,21,  ,20,  ,"(2001,2006]","(2001,2006]",           ,65+  ,1,1,2,(<=1976]   , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,3,"(2011,2016]",2,18-29,3, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Farini Carlo, 10                                     ",16,0,0,4
102301,16,15,146,5,4,1,   ,12,2,1,7,2,4,3,8,15,  ,  ,60,  ,60,  ,2010       ,           ,           ,18-29,1,2,5,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Sesto San Giovanni, palo luce 64                     ",16,0,0,4
102302,16,15,146,5,4,1,   ,12,3,1,7,2,4,3,4,1,01,  ,21,  ,20,  ,2010       ,2010       ,           ,30-44,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,1,2,"(1976,1981]", ,     , ,2,45-54,4, ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"viale Monza, 70                                          ",21,0,0,4
102303,16,15,146,6,4,1,   ,12,4,1,7,2,4,3,6,1,01,  ,64,  ,62,  ,2008       ,2007       ,           ,30-44,2,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(2006,2011]",2,30-44,4, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"corso Lodi, palo luce 51                                 ",2,0,0,4
102304,16,15,146,6,4,1,   ,12,2,1,7,2,4,3,4,1,01,  ,23,  ,20,  ,2009       ,"(2001,2006]",           ,55-64,2,1,2,"(1976,1981]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2, ,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Senigallia, palo luce 4                              ",6,0,0,4
102305,16,15,146,6,4,1,   ,12,1,1,3,2,4,1,2,1,01,  ,01,  ,04,  ,2012       ,2011       ,           ,55-64,2,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Donizetti Gaetano incrocio via Litta Pompeo          ,17,0,0,4
102306,16,15,146,7,4,1,   ,12,1,1,4,1,4,1,6,1,01,01,00,  ,00,  ,2016       ,"(1991,1996]",           ,18-29,2,2,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,2,"(1986,1991]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,viale Serra Renato incrocio viale De Gasperi Alcide      ,7,0,0,4
102307,16,15,146,7,4,1,   ,12,3,1,7,1,4,1,8,1,  ,  ,64,  ,65,  ,"(2001,2006]",           ,           ,30-44,1,2,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Pertini Sandro, palo luce 201 1                      ",11,0,0,4
102308,16,15,146,7,4,1,   ,12,2,1,3,1,4,1,2,1,14,  ,15,  ,01,  ,2008       ,           ,           ,30-44,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Washington Giorgio incrocio via Fra Bartolomeo       ,14,0,0,4
102309,16,15,146,7,4,1,   ,12,2,1,7,1,4,1,5,15,  ,  ,40,  ,55,  ,2011       ,           ,           ,18-29,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,30-44, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,"via Ponte Nuovo, 10                                      ",19,0,0,4
102310,16,15,146,7,4,1,   ,12,2,1,4,1,4,1,6,1,01,  ,00,  ,00,  ,2007       ,2016       ,           ,45-54,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via delle Forze Armate incrocio via Saint Bon Simone     ,22,0,0,4
102311,16,15,146,1,4,1,   ,12,3,1,4,1,4,1,5,1,  ,  ,40,  ,52,  ,           ,           ,           ,65+  ,1,1,2,(<=1976]   , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,18-29, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,viale Sauro Nazario incrocio piazza Appio Claudio        ,13,0,0,4
102312,16,15,146,1,4,1,   ,12,4,1,3,1,4,1,4,1,04,  ,03,  ,01,  ,2014       ,2015       ,           ,55-64,1,1,2,"(2006,2011]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,9,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,viale Regina Giovanna incrocio piazza Otto Novembre      ,15,0,0,4
102313,16,15,146,1,4,1,   ,12,3,1,3,1,4,1,2,1,14,  ,06,  ,01,  ,2009       ,           ,           ,55-64,1,1,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,2,7,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Mac Mahon incrocio piazza Castelli Pompeo            ,19,0,0,4
102314,16,15,146,2,4,1,   ,12,1,1,7,1,4,1,3,15,01,  ,21,  ,20,  ,2007       ,2008       ,           ,18-29,1,2,0,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,"via Varsavia, palo luce 10                               ",8,0,0,4
102315,16,15,146,2,4,1,   ,12,3,1,3,1,4,1,5,16,  ,  ,40,  ,52,  ,           ,           ,           ,55-64,1,1,2,"(1996,2001]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,65+  , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Vitruvio incrocio via Settala Lodovico               ,10,0,0,4
102316,16,15,146,2,4,1,   ,12,2,1,3,1,4,1,5,1,  ,  ,40,  ,52,  ,"(2001,2006]",           ,           ,55-64,1,1,2,"(2001,2006]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,3,65+  , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Bellosio Eugenio incrocio via Facchinetti Cipriano   ,11,0,0,4
102317,16,15,146,2,4,1,   ,12,2,1,7,1,4,1,5,16,  ,  ,40,  ,55,  ,2012       ,           ,           ,18-29,2,1,2,"(2011,2016]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     ,4,10-14, ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via S.Martino Don Carlo fronte civico n  11              ,14,0,0,4
102318,16,15,146,2,4,1,   ,12,2,1,3,1,4,1,2,15,01,  ,01,  ,06,  ,2007       ,2012       ,           ,18-29,1,1,2,"(2011,2016]", ,     , ,2,45-54,3, ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(1986,1991]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,via Altamura Saverio incrocio via Ricciarelli Daniele    ,14,0,0,4
